"DOI","paper_doi","paper_title","count_atlas","Publication_PMID","Publication_link_x","count_lnpdb_x","Index","LNP_ID","Experiment_ID","Formulation_ID","IL_name_x","IL_SMILES","IL_protonated_SMILES","IL_head_name","IL_head_SMILES","IL_linker_name","IL_linker_SMILES","IL_tail1_name","IL_tail1_SMILES","IL_tail2_name","IL_tail2_SMILES","IL_tail3_name","IL_tail3_SMILES","IL_tail4_name","IL_tail4_SMILES","IL_molratio_x","IL_to_nucleicacid_massratio","IL_to_nucleicacid_chargeratio","HL_name_x","HL_SMILES","HL_molratio_x","CHL_name_x","CHL_SMILES","CHL_molratio_x","PEG_name_x","PEG_SMILES","PEG_molratio_x","fifthcomponent_name","fifthcomponent_SMILES","fifthcomponent_molratio","Aqueous_buffer","Dialysis_buffer","Mixing_method","Model","Model_type","Model_target","Route_of_administration","Cargo","Cargo_type","Dose_ug_nucleicacid","Experiment_method","Experiment_batching","Experiment_value","Publication_link_y","Heavy.Atoms","Rings","Aromatic.Rings","Rotatable.Bonds","van.der.Waals.Molecular.Volume","Topological.Polar.Surface.Area","Hydrogen.Bond.Donors","Hydrogen.Bond.Acceptors","LogP","Molar.Refractivity","Fraction.sp3.Carbons","sp3.Carbons","Nitrogen.Count","Molecular.Weight","has_ester","has_carbonate","has_disulfide","lnpdb_row_id","IL_name_y","HL_name_y","CHL_name_y","PEG_name_y","IL_molratio_y","HL_molratio_y","CHL_molratio_y","PEG_molratio_y","count_lnpdb_y","matched_id"
"10.1073/pnas.0910603106","10.1073/pnas.0910603106","Lipid-like materials for low-dose, in vivo gene silencing",12,20080679,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",378,498,"LNP_0000498","KL_2010","KL_2010_F1","112C8b","CCCCC(CC)COCC(O)CN(CCCN(CC(O)COCC(CC)CCCC)CC(O)COCC(CC)CCCC)CCN(CC(O)COCC(CC)CCCC)CC(O)COCC(CC)CCCC","CCCCC(CC)COCC(O)C[N+](CCCN(CC(O)COCC(CC)CCCC)CC(O)COCC(CC)CCCC)(CCN(CC(O)COCC(CC)CCCC)CC(O)COCC(CC)CCCC)[H]",112,"NCCCNCCN",,,"C8b","CCCCC(CC)COCC1CO1",,,,,,,50,7,,"DSPC","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC",10,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",38.5,"DMG-PEG2000","O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC",1.5,"None",,0,"citrate","None","handmixed","in_vitro","HeLa","in_vitro","in_vitro","siRNA","FLuc",0.081521739,"luminescence_normalized","individual",,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",73,0,0,57,1047.936497,157.02,5,13,10.252,304.596,1,10,3,1048.671,"False","False","False","Row0","112C8b","DSPC","Cholesterol","PEG2000",50,10,38.5,1.5,1,"Row131"
"10.1073/pnas.0910603106","10.1073/pnas.0910603106","Lipid-like materials for low-dose, in vivo gene silencing",12,20080679,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",378,499,"LNP_0000499","KL_2010","KL_2010_F2","112C6","CCCCC(O)CN(CCCN(CC(O)CCCC)CC(O)CCCC)CCN(CC(O)CCCC)CC(O)CCCC","CCCCC(O)C[N+](CCCN(CC(O)CCCC)CC(O)CCCC)(CCN(CC(O)CCCC)CC(O)CCCC)[H]",112,"NCCCNCCN",,,"C6","CCCCC1CO1",,,,,,,50,7,,"DSPC","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC",10,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",38.5,"DMG-PEG2000","O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC",1.5,"None",,0,"citrate","None","handmixed","in_vitro","HeLa","in_vitro","in_vitro","siRNA","FLuc",0.081521739,"luminescence_normalized","individual",,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",43,0,0,32,617.5706725,110.87,5,8,5.038,181.596,1,5,3,618.001,"False","False","False","Row1","112C6","DSPC","Cholesterol","PEG2000",50,10,38.5,1.5,1,"Row126"
"10.1073/pnas.0910603106","10.1073/pnas.0910603106","Lipid-like materials for low-dose, in vivo gene silencing",12,20080679,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",378,500,"LNP_0000500","KL_2010","KL_2010_F3","112C7","CCCCCC(O)CN(CCCN(CC(O)CCCCC)CC(O)CCCCC)CCN(CC(O)CCCCC)CC(O)CCCCC","CCCCCC(O)C[N+](CCCN(CC(O)CCCCC)CC(O)CCCCC)(CCN(CC(O)CCCCC)CC(O)CCCCC)[H]",112,"NCCCNCCN",,,"C7","CCCCCC1CO1",,,,,,,50,7,,"DSPC","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC",10,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",38.5,"DMG-PEG2000","O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC",1.5,"None",,0,"citrate","None","handmixed","in_vitro","HeLa","in_vitro","in_vitro","siRNA","FLuc",0.081521739,"luminescence_normalized","individual",,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",48,0,0,37,687.6489228,110.87,5,8,6.9885,204.681,1,5,3,688.136,"False","False","False","Row2","112C7","DSPC","Cholesterol","PEG2000",50,10,38.5,1.5,1,"Row128"
"10.1073/pnas.0910603106","10.1073/pnas.0910603106","Lipid-like materials for low-dose, in vivo gene silencing",12,20080679,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",378,501,"LNP_0000501","KL_2010","KL_2010_F4","112C8","CCCCCCC(O)CN(CCCN(CC(O)CCCCCC)CC(O)CCCCCC)CCN(CC(O)CCCCCC)CC(O)CCCCCC","CCCCCCC(O)C[N+](CCCN(CC(O)CCCCCC)CC(O)CCCCCC)(CCN(CC(O)CCCCCC)CC(O)CCCCCC)[H]",112,"NCCCNCCN",,,"C8","CCCCCCC1CO1",,,,,,,50,7,,"DSPC","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC",10,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",38.5,"DMG-PEG2000","O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC",1.5,"None",,0,"citrate","None","handmixed","in_vitro","HeLa","in_vitro","in_vitro","siRNA","FLuc",0.081521739,"luminescence_normalized","individual",,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",53,0,0,42,757.7271731,110.87,5,8,8.939,227.766,1,5,3,758.271,"False","False","False","Row3","112C8","DSPC","Cholesterol","PEG2000",50,10,38.5,1.5,1,"Row130"
"10.1073/pnas.0910603106","10.1073/pnas.0910603106","Lipid-like materials for low-dose, in vivo gene silencing",12,20080679,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",378,502,"LNP_0000502","KL_2010","KL_2010_F5","112C9","CCCCCCCC(O)CN(CCCN(CC(O)CCCCCCC)CC(O)CCCCCCC)CCN(CC(O)CCCCCCC)CC(O)CCCCCCC","CCCCCCCC(O)C[N+](CCCN(CC(O)CCCCCCC)CC(O)CCCCCCC)(CCN(CC(O)CCCCCCC)CC(O)CCCCCCC)[H]",112,"NCCCNCCN",,,"C9","CCCCCCCC1CO1",,,,,,,50,7,,"DSPC","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC",10,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",38.5,"DMG-PEG2000","O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC",1.5,"None",,0,"citrate","None","handmixed","in_vitro","HeLa","in_vitro","in_vitro","siRNA","FLuc",0.081521739,"luminescence_normalized","individual",,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",58,0,0,47,827.8054235,110.87,5,8,10.8895,250.851,1,5,3,828.406,"False","False","False","Row4","112C9","DSPC","Cholesterol","PEG2000",50,10,38.5,1.5,1,"Row133"
"10.1073/pnas.0910603106","10.1073/pnas.0910603106","Lipid-like materials for low-dose, in vivo gene silencing",12,20080679,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",378,503,"LNP_0000503","KL_2010","KL_2010_F6","112C10","CCCCCCCCC(O)CN(CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC","CCCCCCCCC(O)C[N+](CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)(CCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)[H]",112,"NCCCNCCN",,,"C10","CCCCCCCCC1CO1",,,,,,,50,7,,"DSPC","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC",10,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",38.5,"DMG-PEG2000","O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC",1.5,"None",,0,"citrate","None","handmixed","in_vitro","HeLa","in_vitro","in_vitro","siRNA","FLuc",0.081521739,"luminescence_normalized","individual",,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",63,0,0,52,897.8836738,110.87,5,8,12.84,273.936,1,5,3,898.541,"False","False","False","Row5","112C10","DSPC","Cholesterol","PEG2000",50,10,38.5,1.5,1,"Row108"
"10.1073/pnas.0910603106","10.1073/pnas.0910603106","Lipid-like materials for low-dose, in vivo gene silencing",12,20080679,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",378,504,"LNP_0000504","KL_2010","KL_2010_F7","112C11","CCCCCCCCCC(O)CN(CCCN(CC(O)CCCCCCCCC)CC(O)CCCCCCCCC)CCN(CC(O)CCCCCCCCC)CC(O)CCCCCCCCC","CCCCCCCCCC(O)C[N+](CCCN(CC(O)CCCCCCCCC)CC(O)CCCCCCCCC)(CCN(CC(O)CCCCCCCCC)CC(O)CCCCCCCCC)[H]",112,"NCCCNCCN",,,"C11","CCCCCCCCCC1CO1",,,,,,,50,7,,"DSPC","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC",10,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",38.5,"DMG-PEG2000","O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC",1.5,"None",,0,"citrate","None","handmixed","in_vitro","HeLa","in_vitro","in_vitro","siRNA","FLuc",0.081521739,"luminescence_normalized","individual",,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",68,0,0,57,967.9619241,110.87,5,8,14.7905,297.021,1,5,3,968.676,"False","False","False","Row6","112C11","DSPC","Cholesterol","PEG2000",50,10,38.5,1.5,1,"Row110"
"10.1073/pnas.0910603106","10.1073/pnas.0910603106","Lipid-like materials for low-dose, in vivo gene silencing",12,20080679,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",378,505,"LNP_0000505","KL_2010","KL_2010_F8","112C12","CCCCCCCCCCC(O)CN(CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC","CCCCCCCCCCC(O)C[N+](CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)(CCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)[H]",112,"NCCCNCCN",,,"C12","CCCCCCCCCCC1CO1",,,,,,,50,7,,"DSPC","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC",10,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",38.5,"DMG-PEG2000","O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC",1.5,"None",,0,"citrate","None","handmixed","in_vitro","HeLa","in_vitro","in_vitro","siRNA","FLuc",0.081521739,"luminescence_normalized","individual",-0.949854837,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",73,0,0,62,1038.040174,110.87,5,8,16.741,320.106,1,5,3,1038.811,"False","False","False","Row7","112C12","DSPC","Cholesterol","PEG2000",50,10,38.5,1.5,1,"Row112"
"10.1073/pnas.0910603106","10.1073/pnas.0910603106","Lipid-like materials for low-dose, in vivo gene silencing",12,20080679,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",378,506,"LNP_0000506","KL_2010","KL_2010_F9","112C13","CCCCCCCCCCCC(O)CN(CCCN(CC(O)CCCCCCCCCCC)CC(O)CCCCCCCCCCC)CCN(CC(O)CCCCCCCCCCC)CC(O)CCCCCCCCCCC","CCCCCCCCCCCC(O)C[N+](CCCN(CC(O)CCCCCCCCCCC)CC(O)CCCCCCCCCCC)(CCN(CC(O)CCCCCCCCCCC)CC(O)CCCCCCCCCCC)[H]",112,"NCCCNCCN",,,"C13","CCCCCCCCCCCC1CO1",,,,,,,50,7,,"DSPC","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC",10,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",38.5,"DMG-PEG2000","O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC",1.5,"None",,0,"citrate","None","handmixed","in_vitro","HeLa","in_vitro","in_vitro","siRNA","FLuc",0.081521739,"luminescence_normalized","individual",,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",78,0,0,67,1108.118425,110.87,5,8,18.6915,343.191,1,5,3,1108.946,"False","False","False","Row8","112C13","DSPC","Cholesterol","PEG2000",50,10,38.5,1.5,1,"Row114"
"10.1073/pnas.0910603106","10.1073/pnas.0910603106","Lipid-like materials for low-dose, in vivo gene silencing",12,20080679,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",378,507,"LNP_0000507","KL_2010","KL_2010_F10","112C14","CCCCCCCCCCCCC(O)CN(CCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC","CCCCCCCCCCCCC(O)C[N+](CCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)(CCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)[H]",112,"NCCCNCCN",,,"C14","CCCCCCCCCCCCC1CO1",,,,,,,50,7,,"DSPC","CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC",10,"Cholesterol","C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C",38.5,"DMG-PEG2000","O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC",1.5,"None",,0,"citrate","None","handmixed","in_vitro","HeLa","in_vitro","in_vitro","siRNA","FLuc",0.081521739,"luminescence_normalized","individual",-0.768671275,"https://www.pnas.org/doi/full/10.1073/pnas.0910603106",83,0,0,72,1178.196675,110.87,5,8,20.642,366.276,1,5,3,1179.081,"False","False","False","Row9","112C14","DSPC","Cholesterol","PEG2000",50,10,38.5,1.5,1,"Row116"
