DOI,paper_doi,paper_title,count_atlas,Publication_PMID,Publication_link_x,count_lnpdb,Index,LNP_ID,Experiment_ID,Formulation_ID,IL_name,IL_SMILES,IL_protonated_SMILES,IL_head_name,IL_head_SMILES,IL_linker_name,IL_linker_SMILES,IL_tail1_name,IL_tail1_SMILES,IL_tail2_name,IL_tail2_SMILES,IL_tail3_name,IL_tail3_SMILES,IL_tail4_name,IL_tail4_SMILES,IL_molratio,IL_to_nucleicacid_massratio,IL_to_nucleicacid_chargeratio,HL_name,HL_SMILES,HL_molratio,CHL_name,CHL_SMILES,CHL_molratio,PEG_name,PEG_SMILES,PEG_molratio,fifthcomponent_name,fifthcomponent_SMILES,fifthcomponent_molratio,Aqueous_buffer,Dialysis_buffer,Mixing_method,Model,Model_type,Model_target,Route_of_administration,Cargo,Cargo_type,Dose_ug_nucleicacid,Experiment_method,Experiment_batching,Experiment_value,Publication_link_y,Heavy.Atoms,Rings,Aromatic.Rings,Rotatable.Bonds,van.der.Waals.Molecular.Volume,Topological.Polar.Surface.Area,Hydrogen.Bond.Donors,Hydrogen.Bond.Acceptors,LogP,Molar.Refractivity,Fraction.sp3.Carbons,sp3.Carbons,Nitrogen.Count,Molecular.Weight,has_ester,has_carbonate,has_disulfide
10.1038/s41467-024-50093-7,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,16,38969646.0,https://www.nature.com/articles/s41467-024-50093-7,140,12882,LNP_0012882,KS_2024,KS_2024_F1,1Ac1_C6,CCCCCCOC(=O)CCN(C)CCCCCC,CCCCCCOC(=O)CC[N+](C)(CCCCCC)[H],1Ac1,C=CC(=O)OCCCCCC,,,C6,CCCCCCNC,,,,,,,24.19354839,10.0,,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,32.25806452,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,40.32258065,DMG-PEG2000,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,3.225806452,None,,0.0,citrate,None,handmixed,in_vitro,IGROV1,in_vitro,in_vitro,mRNA,FLuc,0.025,luminescence_normalized,individual,-1.462011572,https://www.nature.com/articles/s41467-024-50093-7,19,0,0,13,271.2511293,29.54,0,3,4.0121,81.357,0.9375,0,1,271.445,True,False,False
10.1038/s41467-024-50093-7,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,16,38969646.0,https://www.nature.com/articles/s41467-024-50093-7,140,12883,LNP_0012883,KS_2024,KS_2024_F2,1Ac1_C8,CCCCCCCCN(C)CCC(=O)OCCCCCC,CCCCCCCC[N+](C)(CCC(=O)OCCCCCC)[H],1Ac1,C=CC(=O)OCCCCCC,,,C8,CCCCCCCCNC,,,,,,,24.19354839,10.0,,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,32.25806452,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,40.32258065,DMG-PEG2000,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,3.225806452,None,,0.0,citrate,None,handmixed,in_vitro,IGROV1,in_vitro,in_vitro,mRNA,FLuc,0.025,luminescence_normalized,individual,-1.376509933,https://www.nature.com/articles/s41467-024-50093-7,21,0,0,15,299.2824294,29.54,0,3,4.7923,90.591,0.944444444,0,1,299.499,True,False,False
10.1038/s41467-024-50093-7,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,16,38969646.0,https://www.nature.com/articles/s41467-024-50093-7,140,12884,LNP_0012884,KS_2024,KS_2024_F3,1Ac1_C12,CCCCCCCCCCCCN(C)CCC(=O)OCCCCCC,CCCCCCCCCCCC[N+](C)(CCC(=O)OCCCCCC)[H],1Ac1,C=CC(=O)OCCCCCC,,,C12,CCCCCCCCCCCCNC,,,,,,,24.19354839,10.0,,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,32.25806452,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,40.32258065,DMG-PEG2000,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,3.225806452,None,,0.0,citrate,None,handmixed,in_vitro,IGROV1,in_vitro,in_vitro,mRNA,FLuc,0.025,luminescence_normalized,individual,-1.167174957,https://www.nature.com/articles/s41467-024-50093-7,25,0,0,19,355.3450297,29.54,0,3,6.3527,109.059,0.954545455,0,1,355.607,True,False,False
10.1038/s41467-024-50093-7,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,16,38969646.0,https://www.nature.com/articles/s41467-024-50093-7,140,12885,LNP_0012885,KS_2024,KS_2024_F4,1Ac1_C18,CCCCCCCCCCCCCCCCCCN(C)CCC(=O)OCCCCCC,CCCCCCCCCCCCCCCCCC[N+](C)(CCC(=O)OCCCCCC)[H],1Ac1,C=CC(=O)OCCCCCC,,,C18,CCCCCCCCCCCCCCCCCCNC,,,,,,,24.19354839,10.0,,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,32.25806452,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,40.32258065,DMG-PEG2000,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,3.225806452,None,,0.0,citrate,None,handmixed,in_vitro,IGROV1,in_vitro,in_vitro,mRNA,FLuc,0.025,luminescence_normalized,individual,-0.867166065,https://www.nature.com/articles/s41467-024-50093-7,31,0,0,25,439.4389301,29.54,0,3,8.6933,136.761,0.964285714,0,1,439.769,True,False,False
10.1038/s41467-024-50093-7,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,16,38969646.0,https://www.nature.com/articles/s41467-024-50093-7,140,12886,LNP_0012886,KS_2024,KS_2024_F5,1Ac1_C24,CCCCCCOC(=O)CCN(CCCC)CCCC,CCCCCCOC(=O)CC[N+](CCCC)(CCCC)[H],1Ac1,C=CC(=O)OCCCCCC,,,C24,CCCCNCCCC ,,,,,,,24.19354839,10.0,,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,32.25806452,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,40.32258065,DMG-PEG2000,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,3.225806452,None,,0.0,citrate,None,handmixed,in_vitro,IGROV1,in_vitro,in_vitro,mRNA,FLuc,0.025,luminescence_normalized,individual,-2.626362155,https://www.nature.com/articles/s41467-024-50093-7,20,0,0,14,285.2667794,29.54,0,3,4.4022,85.974,0.941176471,0,1,285.472,True,False,False
10.1038/s41467-024-50093-7,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,16,38969646.0,https://www.nature.com/articles/s41467-024-50093-7,140,12887,LNP_0012887,KS_2024,KS_2024_F6,1Ac1_C26,CCCCCCOC(=O)CCN(CCCCCC)CCCCCC,CCCCCCOC(=O)CC[N+](CCCCCC)(CCCCCC)[H],1Ac1,C=CC(=O)OCCCCCC,,,C26,CCCCCCNCCCCCC,,,,,,,24.19354839,10.0,,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,32.25806452,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,40.32258065,DMG-PEG2000,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,3.225806452,None,,0.0,citrate,None,handmixed,in_vitro,IGROV1,in_vitro,in_vitro,mRNA,FLuc,0.025,luminescence_normalized,individual,-1.123163626,https://www.nature.com/articles/s41467-024-50093-7,24,0,0,18,341.3293796,29.54,0,3,5.9626,104.442,0.952380952,0,1,341.58,True,False,False
10.1038/s41467-024-50093-7,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,16,38969646.0,https://www.nature.com/articles/s41467-024-50093-7,140,12888,LNP_0012888,KS_2024,KS_2024_F7,1Ac1_C28,CCCCCCCCN(CCCCCCCC)CCC(=O)OCCCCCC,CCCCCCCC[N+](CCCCCCCC)(CCC(=O)OCCCCCC)[H],1Ac1,C=CC(=O)OCCCCCC,,,C28,CCCCCCCCNCCCCCCCC,,,,,,,24.19354839,10.0,,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,32.25806452,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,40.32258065,DMG-PEG2000,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,3.225806452,None,,0.0,citrate,None,handmixed,in_vitro,IGROV1,in_vitro,in_vitro,mRNA,FLuc,0.025,luminescence_normalized,individual,-0.608213322,https://www.nature.com/articles/s41467-024-50093-7,28,0,0,22,397.3919799,29.54,0,3,7.523,122.91,0.96,0,1,397.688,True,False,False
10.1038/s41467-024-50093-7,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,16,38969646.0,https://www.nature.com/articles/s41467-024-50093-7,140,12889,LNP_0012889,KS_2024,KS_2024_F8,1Ac1_C210,CCCCCCCCCCN(CCCCCCCCCC)CCC(=O)OCCCCCC,CCCCCCCCCC[N+](CCCCCCCCCC)(CCC(=O)OCCCCCC)[H],1Ac1,C=CC(=O)OCCCCCC,,,C210,CCCCCCCCCCNCCCCCCCCCC,,,,,,,24.19354839,10.0,,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,32.25806452,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,40.32258065,DMG-PEG2000,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,3.225806452,None,,0.0,citrate,None,handmixed,in_vitro,IGROV1,in_vitro,in_vitro,mRNA,FLuc,0.025,luminescence_normalized,individual,-1.29174978,https://www.nature.com/articles/s41467-024-50093-7,32,0,0,26,453.4545801,29.54,0,3,9.0834,141.378,0.965517241,0,1,453.796,True,False,False
10.1038/s41467-024-50093-7,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,16,38969646.0,https://www.nature.com/articles/s41467-024-50093-7,140,12890,LNP_0012890,KS_2024,KS_2024_F9,1Ac1_C211,CCCCCCCCCCCN(CCCCCCCCCCC)CCC(=O)OCCCCCC,CCCCCCCCCCC[N+](CCCCCCCCCCC)(CCC(=O)OCCCCCC)[H],1Ac1,C=CC(=O)OCCCCCC,,,C211,CCCCCCCCCCCNCCCCCCCCCCC,,,,,,,24.19354839,10.0,,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,32.25806452,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,40.32258065,DMG-PEG2000,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,3.225806452,None,,0.0,citrate,None,handmixed,in_vitro,IGROV1,in_vitro,in_vitro,mRNA,FLuc,0.025,luminescence_normalized,individual,-1.389106785,https://www.nature.com/articles/s41467-024-50093-7,34,0,0,28,481.4858803,29.54,0,3,9.8636,150.612,0.967741935,0,1,481.85,True,False,False
10.1038/s41467-024-50093-7,https://doi.org/10.1038/s41467-024-50093-7,Reformulating lipid nanoparticles for organ-targeted mRNA accumulation and translation,16,38969646.0,https://www.nature.com/articles/s41467-024-50093-7,140,12891,LNP_0012891,KS_2024,KS_2024_F10,1Ac1_C212,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCC(=O)OCCCCCC,CCCCCCCCCCCC[N+](CCCCCCCCCCCC)(CCC(=O)OCCCCCC)[H],1Ac1,C=CC(=O)OCCCCCC,,,C212,CCCCCCCCCCCCNCCCCCCCCCCCC,,,,,,,24.19354839,10.0,,DOPE,[H][C@@](COP([O-])(OCC[NH3+])=O)(OC(CCCCCCC/C=C\\CCCCCCCC)=O)COC(CCCCCCC/C=C\\CCCCCCCC)=O,32.25806452,Cholesterol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,40.32258065,DMG-PEG2000,O=C(CCCCCCCCCCCCC)OCC(OC(CCCCCCCCCCCCC)=O)COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,3.225806452,None,,0.0,citrate,None,handmixed,in_vitro,IGROV1,in_vitro,in_vitro,mRNA,FLuc,0.025,luminescence_normalized,individual,-1.389106785,https://www.nature.com/articles/s41467-024-50093-7,36,0,0,30,509.5171804,29.54,0,3,10.6438,159.846,0.96969697,0,1,509.904,True,False,False
